,ETL Tstamp Time,Event Name,Event Details
1136,2025-12-19 13:09:10,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1137,2025-12-19 13:09:20,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1138,2025-12-19 13:09:30,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1139,2025-12-19 13:09:40,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1140,2025-12-19 13:09:50,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1141,2025-12-19 13:10:00,Turn Ended,"{""Status"": ""Ongoing""}"
1142,2025-12-19 13:10:10,Turn Started,"{""Turn"": 24, ""Energy"": 5}"
1143,2025-12-19 13:10:20,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1144,2025-12-19 13:10:30,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1145,2025-12-19 13:10:40,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1146,2025-12-19 13:10:50,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1147,2025-12-19 13:11:00,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1148,2025-12-19 13:11:10,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1149,2025-12-19 13:11:20,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1150,2025-12-19 13:11:30,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1151,2025-12-19 13:11:40,Turn Ended,"{""Status"": ""Ongoing""}"
1152,2025-12-19 13:11:50,Turn Started,"{""Turn"": 25, ""Energy"": 5}"
1153,2025-12-19 13:12:00,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1154,2025-12-19 13:12:10,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1155,2025-12-19 13:12:20,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1156,2025-12-19 13:12:30,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1157,2025-12-19 13:12:40,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1158,2025-12-19 13:12:50,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1159,2025-12-19 13:13:00,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1160,2025-12-19 13:13:10,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1161,2025-12-19 13:13:20,Turn Ended,"{""Status"": ""Ongoing""}"
1162,2025-12-19 13:13:30,Turn Started,"{""Turn"": 26, ""Energy"": 5}"
1163,2025-12-19 13:13:40,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1164,2025-12-19 13:13:50,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1165,2025-12-19 13:14:00,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1166,2025-12-19 13:14:10,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1167,2025-12-19 13:14:20,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1168,2025-12-19 13:14:30,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1169,2025-12-19 13:14:40,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1170,2025-12-19 13:14:50,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1171,2025-12-19 13:15:00,Turn Ended,"{""Status"": ""Ongoing""}"
1172,2025-12-19 13:15:10,Turn Started,"{""Turn"": 27, ""Energy"": 5}"
1173,2025-12-19 13:15:20,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1174,2025-12-19 13:15:30,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1175,2025-12-19 13:15:40,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1176,2025-12-19 13:15:50,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1177,2025-12-19 13:16:00,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1178,2025-12-19 13:16:10,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1179,2025-12-19 13:16:20,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1180,2025-12-19 13:16:30,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1181,2025-12-19 13:16:40,Turn Ended,"{""Status"": ""Ongoing""}"
1182,2025-12-19 13:16:50,Turn Started,"{""Turn"": 28, ""Energy"": 5}"
1183,2025-12-19 13:17:00,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1184,2025-12-19 13:17:10,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1185,2025-12-19 13:17:20,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1186,2025-12-19 13:17:30,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1187,2025-12-19 13:17:40,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1188,2025-12-19 13:17:50,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1189,2025-12-19 13:18:00,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1190,2025-12-19 13:18:10,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1191,2025-12-19 13:18:20,Turn Ended,"{""Status"": ""Ongoing""}"
1192,2025-12-19 13:18:30,Turn Started,"{""Turn"": 29, ""Energy"": 5}"
1193,2025-12-19 13:18:40,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1194,2025-12-19 13:18:50,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1195,2025-12-19 13:19:00,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1196,2025-12-19 13:19:10,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1197,2025-12-19 13:19:20,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1198,2025-12-19 13:19:30,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1199,2025-12-19 13:19:40,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1200,2025-12-19 13:19:50,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1201,2025-12-19 13:20:00,Turn Ended,"{""Status"": ""Ongoing""}"
1202,2025-12-19 13:20:10,Turn Started,"{""Turn"": 30, ""Energy"": 5}"
1203,2025-12-19 13:20:20,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1204,2025-12-19 13:20:30,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1205,2025-12-19 13:20:40,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1206,2025-12-19 13:20:50,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1207,2025-12-19 13:21:00,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1208,2025-12-19 13:21:10,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1209,2025-12-19 13:21:20,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1210,2025-12-19 13:21:30,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1211,2025-12-19 13:21:40,Turn Ended,"{""Status"": ""Ongoing""}"
1212,2025-12-19 13:21:50,Enemy Defeated,"{""Enemy"": ""The Void Monarch""}"
1213,2025-12-19 13:22:00,Run Ended,"{""Status"": ""Victory"", ""Score"": 50000}"
